,temp,objective,weight,percent_annealed
0,4000,33110.9,2157.2,0.9392014519056261
1,3600.0,31360.7,2070.1,0.942090395480226
2,3240.0,28402.799999999996,1915.1999999999998,0.9338959212376934
3,2916.0,27134.8,1850.6,0.9273743016759777
4,2624.4,31804.499999999993,2088.8999999999996,0.9153390987710515
5,2361.96,30007.9,1996.0,0.9159779614325069
6,2125.764,32099.6,2104.0,0.9031531531531531
7,1913.1876000000002,27415.3,1865.4,0.8967538322813345
8,1721.8688400000003,30646.3,2030.0,0.8773996509598604
9,1549.6819560000004,32561.200000000004,2125.3,0.8905693950177936
10,1394.7137604000004,28956.0,1943.0,0.8522483940042827
11,1255.2423843600004,27461.400000000005,1868.8000000000002,0.83270911360799
12,1129.7181459240005,28548.100000000002,1927.8000000000002,0.8229252259654889
13,1016.7463313316005,30026.3,1996.6,0.8111831442463533
14,915.0716981984405,29595.1,1977.6,0.7972919155714855
15,823.5645283785964,30855.800000000003,2041.6000000000001,0.7879385100512416
16,741.2080755407368,26323.5,1811.9,0.7622324159021406
17,667.0872679866632,25854.9,1785.7,0.7359116022099448
18,600.3785411879969,24868.100000000002,1737.3000000000002,0.6981132075471698
19,540.3406870691972,28470.6,1920.7,0.6780290246371921
20,486.3066183622775,21885.4,1580.9,0.6526315789473685
21,437.6759565260498,21786.300000000003,1578.6000000000001,0.64032
22,393.9083608734448,17360.3,1354.2,0.5941597139451729
23,354.5175247861003,17829.499999999996,1375.8999999999999,0.567529144156952
24,319.06577230749025,17558.7,1363.0,0.5263435194942044
25,287.15919507674124,17655.900000000005,1368.1000000000001,0.48912246394524567
26,258.4432755690671,12252.0,1093.7,0.4576622181316153
27,232.5989480121604,13061.800000000001,1133.9,0.4288157332193245
28,209.33905321094437,10820.7,1020.5,0.3916207710464201
29,188.40514788984993,9958.899999999998,977.5999999999999,0.35350149938260716
30,169.56463310086494,6895.300000000002,819.8000000000001,0.3250163078930202
31,152.60816979077845,1468.3999999999992,543.8,0.2893740902474527
32,137.3473528117006,1372.000000000001,538.7,0.26772075572825943
33,123.61261753053054,1407.2000000000019,539.4000000000001,0.24178743961352658
34,111.25135577747749,645.5,498.09999999999997,0.23952752070141256
35,100.12622019972974,636.6,500.5,0.2363787770640019
36,90.11359817975678,823.2000000000014,509.30000000000007,0.22329435804291067
37,81.1022383617811,1267.8000000000004,532.1,0.23308968557837337
38,72.992014525603,603.9,484.9,0.2223218287763335
39,65.6928130730427,634.9,493.09999999999997,0.22826830937713893
40,59.123531765738434,702.0,485.2,0.21579460513487164
41,53.21117858916459,752.0000000000005,506.6,0.21410311035364296
42,47.89006073024813,621.3,491.29999999999995,0.21717553134102924
43,43.101054657223315,647.7,489.4,0.20834200124817973
44,38.790949191500985,637.1,491.9,0.2032790183061758
45,34.91185427235089,572.0,489.80000000000007,0.21240699989521114
46,31.4206688451158,700.6,496.20000000000005,0.20758585340850846
47,28.27860196060422,587.7,490.29999999999995,0.2035264483627204
48,25.4507417645438,672.9,491.70000000000005,0.2069991789819376
49,22.905667588089422,575.5,492.7,0.18480872297172427
50,20.61510082928048,597.0,492.0,0.17979652471414423
51,18.55359074635243,567.9000000000001,494.9,0.18258810672980602
52,16.69823167171719,615.9,489.20000000000005,0.18661034071080906
53,15.02840850454547,582.8,498.9000000000001,0.16976842105263157
54,13.525567654090922,596.8,494.30000000000007,0.1613370922271446
55,12.17301088868183,542.5,498.8,0.15576058303612964
56,10.955709799813647,544.3,500.5,0.15550423402617397
57,9.860138819832283,561.0,498.3,0.14059987415227573
58,8.874124937849055,559.9,498.29999999999995,0.14056365675827256
59,7.98671244406415,519.1,499.90000000000003,0.12672854707330933
60,7.188041199657735,553.2,487.30000000000007,0.11875811592492032
61,6.469237079691961,506.5,498.5,0.11590935368250666
62,5.822313371722765,512.4,499.2,0.10662641029715557
63,5.240082034550489,502.5,494.49999999999994,0.09458827927843724
64,4.71607383109544,502.5,494.4,0.09023160337364451
65,4.2444664479858965,474.79999999999995,497.1,0.07919817265280403
66,3.8200198031873067,459.70000000000005,493.70000000000005,0.07101091933779499
67,3.4380178228685763,435.70000000000005,491.7,0.06115140663409305
68,3.0942160405817187,355.5,499.9,0.05384882757145531
69,2.784794436523547,392.1,495.49999999999994,0.0469281045751634
70,2.506314992871192,384.5,499.5,0.03869109404193481
71,2.255683493584073,347.9,499.70000000000005,0.03376562984395991
72,2.030115144225666,370.29999999999995,499.9,0.02764432340775377
73,1.8271036298030994,362.29999999999995,499.6,0.023086362939101088
74,1.6443932668227894,334.1,499.7,0.019498394249885302
75,1.4799539401405104,314.1,498.90000000000003,0.015792012592987535
76,1.3319585461264594,305.70000000000005,496.0,0.014447936733245462
77,1.1987626915138134,288.6,496.5,0.011272304503866957
78,1.0788864223624322,273.9,499.79999999999995,0.008901777833816668
79,0.970997780126189,282.20000000000005,498.8,0.007403490216816499
80,0.87389800211357,278.4000000000001,499.8,0.005555834883604002
81,0.786508201902213,270.70000000000005,499.70000000000005,0.0038647827941877683
82,0.7078573817119918,273.0999999999999,499.00000000000006,0.004065856841682562
83,0.6370716435407926,273.4000000000001,498.0,0.002632106688057756
84,0.5733644791867134,269.5999999999999,499.5,0.0017782898361969645
85,0.5160280312680421,270.70000000000005,499.6,0.0013517911232382906
86,0.4644252281412379,269.70000000000005,499.5,0.0006754728309816872
87,0.4179827053271141,268.9,499.29999999999995,0.0013518249637009963
88,0.3761844347944027,268.1,499.7,0.0009258564171858969
89,0.33856599131496246,269.20000000000005,498.8,0.0005753164240332182
